VideoFile,Name,Timestamp,Emotion
Rev_2/23-04-2019.mp4,albert_rivera,415.0,sad
Rev_2/23-04-2019.mp4,albert_rivera,417.0,neutral
Rev_2/23-04-2019.mp4,albert_rivera,418.0,neutral
Rev_2/23-04-2019.mp4,pedro_sanchez,419.0,neutral
Rev_2/23-04-2019.mp4,pablo_iglesias,420.0,sad
Rev_2/23-04-2019.mp4,pablo_casado,421.0,happy
Rev_2/23-04-2019.mp4,Desconocido,422.0,angry
Rev_2/23-04-2019.mp4,pablo_iglesias,422.0,sad
Rev_2/23-04-2019.mp4,santiago_abascal,423.0,neutral
Rev_2/23-04-2019.mp4,Desconocido,423.0,neutral
Rev_2/23-04-2019.mp4,Desconocido,424.0,neutral
Rev_2/23-04-2019.mp4,Desconocido,425.0,neutral
Rev_2/23-04-2019.mp4,pablo_casado,426.0,angry
Rev_2/23-04-2019.mp4,pablo_casado,427.0,angry
Rev_2/23-04-2019.mp4,pablo_casado,428.0,neutral
Rev_2/23-04-2019.mp4,pablo_casado,429.0,neutral
Rev_2/23-04-2019.mp4,pablo_casado,430.0,angry
Rev_2/23-04-2019.mp4,pablo_casado,431.0,happy
Rev_2/23-04-2019.mp4,pablo_casado,432.0,angry
Rev_2/23-04-2019.mp4,pablo_casado,433.0,surprise
